Last Update,Country,Province/State,Confirmed
2016-02-13,Brazil,Distrito_Federal,39
2016-02-13,Brazil,Espirito_Santo,287
2016-02-13,Brazil,Goias,9
2016-02-13,Brazil,Maranhao,159
2016-02-13,Brazil,Mato_Grosso,12
2016-02-13,Brazil,Mato_Grosso_do_Sul,20
2016-02-13,Brazil,Minas_Gerais,4
2016-02-13,Brazil,Paraiba,1
2016-02-13,Brazil,Parana,8
2016-02-13,Brazil,Pernambuco,29
2016-02-13,Brazil,Piaui,17
2016-02-13,Brazil,Rio_Grande_do_Norte,14
2016-02-13,Brazil,Rio_de_Janeiro,26
2016-02-13,Brazil,Santa_Catarina,15
2016-02-13,Brazil,Sergipe,3
2016-02-13,Brazil,Sao_Paulo,5
2016-02-13,Brazil,Tocantins,1
2016-02-13,Brazil,Alagoas,1
2016-02-13,Brazil,Bahia,27
2016-02-13,Brazil,Ceara,65
2016-02-13,Brazil,Espirito_Santo,9
2016-02-13,Brazil,Goias,34
2016-02-13,Brazil,Mato_Grosso_do_Sul,1
2016-02-13,Brazil,Para,2
2016-02-13,Brazil,Paraiba,1
2016-02-13,Brazil,Pernambuco,2
2016-02-13,Brazil,Piaui,18
2016-02-13,Brazil,Rio_Grande_do_Norte,3
2016-02-13,Brazil,Rio_Grande_do_Sul,1
2016-02-13,Brazil,Rio_de_Janeiro,1
2016-02-13,Brazil,Acre,3
2016-02-13,Brazil,Alagoas,10
2016-02-13,Brazil,Bahia,16
2016-02-13,Brazil,Ceara,6
2016-02-13,Brazil,Goias,7
2016-02-13,Brazil,Maranhao,2
2016-02-13,Brazil,Mato_Grosso,2
2016-02-13,Brazil,Paraiba,9
2016-02-13,Brazil,Pernambuco,3
2016-02-13,Brazil,Rio_Grande_do_Norte,3
2016-02-13,Brazil,Sergipe,10
2016-02-13,Brazil,Sao_Paulo,1
2016-02-13,Brazil,Alagoas,2
2016-02-13,Brazil,Ceara,1
2016-02-13,Brazil,Paraiba,2
2016-02-13,Brazil,Piaui,3
2016-02-13,Brazil,Rio_Grande_do_Norte,2
2016-02-13,Brazil,Goias,25
2016-02-13,Brazil,Minas_Gerais,120
2016-02-13,Brazil,Paraiba,33
2016-02-13,Brazil,Parana,3
2016-02-13,Brazil,Piaui,6
2016-02-13,Brazil,Sao_Paulo,14
2016-02-20,Brazil,Alagoas,1
2016-02-20,Brazil,Amapa,1
2016-02-20,Brazil,Amazonas,59
2016-02-20,Brazil,Bahia,209
2016-02-20,Brazil,Ceara,32
2016-02-20,Brazil,Espirito_Santo,76
2016-02-20,Brazil,Goias,1
2016-02-20,Brazil,Maranhao,2
